Country,Year,LE_at_birth,Doctors_Per_10000,Access_to_Electricity,Gender_Development_Index,Gender_Inequality_Index,Human_Development_Index,Health_Care_Index,Crime_Index
Jordan,1983,67.555,1.046047238,83.61590916,0.887005518,0.562705332,0.607609412,57.21203078,57.12424592
Japan,1983,76.92195122,1.954926357,99.56525493,0.935338974,0.421257178,0.725742878,61.01030455,48.71309367
Kazakhstan,1983,67.66219512,0.808482267,87.81227552,0.920925468,0.509486836,0.633523814,68.43632156,44.00289955
Kenya,1983,61.012,0.477830876,65.27464774,0.939793339,0.537091041,0.565276606,63.24066868,52.41754936
Kyrgyz Republic,1983,62.17707317,0.548289168,67.21539274,0.939226963,0.536586448,0.569561384,63.43303059,52.35124847
Cambodia,1983,49.485,0.058,8.839232908,0.74229761,0.69890005,0.315119791,47.76148052,76.53602735
Kiribati,1983,57.985,0.260433913,43.70251825,0.800274806,0.684401004,0.447799761,49.65494515,72.83706659
St. Kitts and Nevis,1983,64.634,0.477012059,71.79004468,0.946161151,0.483331641,0.647314939,71.9709797,47.57992349
South Korea,1983,67.54634146,0.5,72.54070029,0.886482515,0.525445074,0.573824725,62.05955562,48.21959251
Kuwait,1983,72.02,1.60873574,96.57812756,0.939882283,0.464073323,0.698972643,65.18236913,49.46195441
Latin America & Caribbean (excluding high income),1983,64.44907795,0.788557781,73.79148017,0.873968378,0.568945247,0.559561566,56.52960348,57.46692798
Lao PDR,1983,49.957,0.152208224,31.79099138,0.78876566,0.690180347,0.420121701,48.88837704,72.84335057
Lebanon,1983,59.955,1.255,71.50559166,0.895073123,0.588123995,0.570283858,54.82347724,63.14059185
Liberia,1983,45.383,0.107,20.39047509,0.784029854,0.688574452,0.358220278,47.98671454,75.78481317
Libya,1983,66.41,1.44,93.26489639,0.9315021,0.495383263,0.645928175,65.15836333,49.94871415
St. Lucia,1983,69.91,0.523207215,77.51276851,0.945421728,0.471956142,0.655388313,74.48839134,45.50043858
Latin America & Caribbean,1983,65.05341875,1.017245678,83.45388685,0.887731413,0.562765004,0.604885266,56.89160936,58.01624055
Least developed countries: UN classification,1983,47.97907693,0.256106697,43.75804712,0.800312574,0.682844813,0.42957564,48.98090071,72.77095919
Low income,1983,46.74429319,0.26301271,43.8175557,0.802655882,0.684148425,0.42660897,48.98840071,73.21323183
Sri Lanka,1983,70.068,0.507219633,75.91559433,0.945949317,0.470002352,0.653114881,74.74412443,45.86064692
Lower middle income,1983,55.87940219,0.158594071,33.01493167,0.79520445,0.687350884,0.443801864,49.05042148,73.29644455
Low & middle income,1983,60.03741245,0.475980732,51.57705481,0.749689121,0.717049544,0.441148243,49.22729275,71.98834869
Lesotho,1983,58.094,0.49128006,50.31789792,0.751378938,0.703232428,0.444023371,49.32847457,72.10118916
Late-demographic dividend,1983,66.20344986,1.034587373,83.60326055,0.88675194,0.562008824,0.605705264,57.2181784,57.21126206
Lithuania,1983,70.77780488,1.596642817,96.11737155,0.941139025,0.470157363,0.688650117,65.52572051,49.65477371
Luxembourg,1983,72.78112195,1.7,97.62543308,0.942103112,0.450389727,0.707908395,63.86542204,49.45226394
Latvia,1983,69.11902439,0.88774695,89.59918235,0.919714662,0.50765976,0.637224177,66.70203555,43.69856095
Taiwan,1983,74.703,1.940322685,98.76770994,0.953650449,0.38531554,0.755303419,71.6286308,47.93356935
St. Martin (French part),1983,72.624,0.523609814,83.30757207,0.952945136,0.433790341,0.671927245,76.92461061,45.20014168
Morocco,1983,57.724,0.268190678,42.92720499,0.786814396,0.697446564,0.43764025,49.95748291,72.47434825
Moldova,1983,65.684,3.089,97.73589777,0.992332896,0.397115874,0.673605219,54.77318632,58.2188406
Madagascar,1983,49.566,0.147475868,31.36021499,0.784495822,0.693535488,0.412973486,48.95121454,73.55124224
Maldives,1983,58.09,0.484127991,52.05013407,0.752801692,0.704173171,0.430678456,49.34608996,71.42719789
Middle East & North Africa,1983,60.48971058,0.246802971,41.0988847,0.943970621,0.54130855,0.535637802,62.75514069,54.55447773
Mexico,1983,66.644,1.057418818,87.91931963,0.894494967,0.529953912,0.609690275,59.08418047,51.64190508
Marshall Islands,1983,61.673,0.295392638,43.10081793,0.944072208,0.544076376,0.527199937,63.05893364,55.27867713
Middle income,1983,61.00895655,0.245261636,41.07275067,0.943089263,0.542364469,0.52617063,61.99246726,56.52683019
North Macedonia,1983,69.48268293,0.809850567,86.93204266,0.924540228,0.511824112,0.626177583,67.58861101,44.19685343
Mali,1983,42.142,0.158832109,33.94455929,0.792331649,0.683625076,0.42468619,48.96583537,72.78139809
Malta,1983,72.52092683,1.621122878,96.83813091,0.939449771,0.456228649,0.70357827,63.95456255,49.63025266
Myanmar,1983,55.202,0.175806904,37.22629616,0.784384857,0.692853473,0.4237891,49.82514156,72.29627619
Middle East & North Africa (excluding high income),1983,59.62749729,0.47823579,51.64829233,0.728669115,0.723193972,0.434987266,49.07365814,71.84462647
Montenegro,1983,71.13168293,1.52631474,95.94917683,0.936835486,0.47108494,0.690346428,64.43827048,49.87447601
Mongolia,1983,56.232,0.150355215,30.01343978,0.782681287,0.695768784,0.430078026,48.73992565,74.99020397
Mozambique,1983,40.83,0.153438937,32.76594607,0.791079555,0.688153859,0.416958959,48.84033537,72.77193976
Mauritania,1983,56.682,0.059525624,17.29012584,0.750279329,0.722315215,0.399728317,48.37124383,78.32662462
Mauritius,1983,67.28563415,1.046325927,83.85259252,0.886790646,0.559978781,0.607540964,57.21097324,56.92315555
Malawi,1983,46.038,0.158853294,34.10034306,0.793607393,0.685350998,0.426395784,49.10180128,72.79893976
Malaysia,1983,69.567,1.148734447,88.49775518,0.937061736,0.511987153,0.645938218,64.66109705,48.10863853
North America,1983,74.6196276,1.697171971,97.24994071,0.939942414,0.45091765,0.724003162,65.1349206,48.34291242
Namibia,1983,57.969,0.270000755,44.16118796,0.789928077,0.693777862,0.441418866,50.21548364,72.33879964
New Caledonia,1983,68.58780488,0.653,84.35999846,0.933793245,0.497791722,0.628315103,68.75204912,42.44587677
Niger,1983,40.359,0.158401403,35.13094035,0.78526485,0.697138256,0.418750581,49.45660201,73.02300057
Nigeria,1983,46.638,0.161922686,35.670842,0.784031076,0.701064202,0.421572551,49.66701868,72.7694589
Nicaragua,1983,56.794,0.276781768,44.16700017,0.781520524,0.697497489,0.431642942,50.56740447,71.99169218
Netherlands,1983,76.16414634,1.814684666,98.2047429,0.942400591,0.427461601,0.728654782,66.48668308,49.58989373
Norway,1983,76.06682927,2.1,99.76184689,0.957163439,0.210492209,0.761941642,57.12506696,40.5146947
Nepal,1983,49.431,0.161700796,33.98728788,0.782045484,0.696120854,0.419623599,49.45042777,72.60175057
Nauru,1983,61.836,1.674117026,94.59781492,0.940419661,0.488583046,0.641290802,62.57800335,55.35955374
New Zealand,1983,73.77560976,1.7,99.78437173,0.936620376,0.377067492,0.7279025,58.60374558,49.55941568
OECD members,1983,73.05410131,1.765120999,98.63687669,0.952191508,0.422649921,0.720575316,64.02453359,53.38131946
Oman,1983,64.217,0.825314418,77.84848781,0.863771116,0.554204213,0.572126951,57.52390733,57.29169341
Other small states,1983,62.81959391,0.850989123,75.97478481,0.880370179,0.554311803,0.565983738,57.25566093,58.22907253
Pakistan,1983,58.947,0.301619808,43.58589602,0.937833925,0.536922052,0.527498109,63.19762847,53.92896863
Panama,1983,70.27,0.408879907,77.88946965,0.942731346,0.490451965,0.649325676,69.83325209,43.93334857
Peru,1983,60.161,0.902,78.95930081,0.949909133,0.51460918,0.606841943,63.71027353,50.94458927
Philippines,1983,62.992,0.534449351,68.34758987,0.939734478,0.51598404,0.591896826,66.03934266,48.19450312
Papua New Guinea,1983,58.368,0.330190744,46.54991159,0.937817378,0.535828919,0.516860025,63.01940175,52.16553383
Poland,1983,71,1.9,97.81456768,0.956469911,0.444429598,0.702279579,64.81143545,50.7740649
Pre-demographic dividend,1983,47.97832134,0.058848722,11.88655451,0.753909155,0.704856038,0.330832451,49.19766316,77.90823341
Puerto Rico,1983,73.484,1.770520967,98.94066787,0.95264795,0.423212836,0.721683242,63.98950818,53.46421255
"Korea, Dem. People's Rep.",1983,67.677,2.511,97.88670389,0.962367723,0.428683857,0.68677601,65.16926863,52.91631699
Portugal,1983,72.26585366,1.624511659,96.6251144,0.950791449,0.46688022,0.699416971,66.13342358,50.61735512
Paraguay,1983,65.614,1.023456606,82.29183828,0.898317041,0.548830747,0.603408656,58.16736871,52.25076674
Pacific island small states,1983,63.65552048,0.580183322,71.50085577,0.937086845,0.523701312,0.592404959,65.51853313,47.0375167
Post-demographic dividend,1983,74.01548355,1.816021167,98.51613033,0.952221716,0.42089774,0.724754644,64.65314175,51.96569179
French Polynesia,1983,69.804,1.20501836,88.92586808,0.943031239,0.509786735,0.653189029,64.17511711,49.91302535
Qatar,1983,71.709,1.626826395,96.66957459,0.94927892,0.470380629,0.69671569,64.71796402,50.06128821
Romania,1983,69.72634146,1.972,98.580637,0.951265937,0.438973707,0.693133926,63.58036964,50.10055308
Russia,1983,67.65268293,1.034541231,85.58730129,0.899830781,0.521614454,0.612026872,60.53473982,50.56066838
Rwanda,1983,51.319,0.029,7.577365809,0.826027822,0.64544286,0.301373021,49.04298399,78.01322227
South Asia,1983,55.37277904,0.059260701,16.15645289,0.758311129,0.703515937,0.400240121,49.41587427,78.817463
Saudi Arabia,1983,65.053,0.552337947,72.17199939,0.936604681,0.507320643,0.611764382,66.00344993,45.93201975
Sudan,1983,47.45,0.206152985,40.33648384,0.783775806,0.698184079,0.407343069,50.78694233,71.80466704
Senegal,1983,51.153,0.111174088,27.34723128,0.771025214,0.701413133,0.372511506,49.35016316,76.41818748
Singapore,1983,73.03658537,1.828024824,97.75245916,0.958830303,0.443321739,0.728033267,64.99774883,54.09667104
Solomon Islands,1983,63.762,1.226094575,84.28828234,0.94528196,0.504796318,0.634665599,64.93851643,57.19325907
Sierra Leone,1983,43.8,0.059030374,9.879227429,0.75194339,0.705137809,0.315340002,49.12366316,78.11573341
El Salvador,1983,52.203,0.253867099,42.61839462,0.795160652,0.683326646,0.435582746,49.01846152,72.56394872
Somalia,1983,48.166,0.047106535,7.715280917,0.824177566,0.658298917,0.320680474,48.82681733,78.20097902
Serbia,1983,68.28490244,0.46040159,77.57137822,0.941208418,0.492379433,0.630772429,68.64557969,43.58652923
Sub-Saharan Africa (excluding high income),1983,48.32880457,0.21629049,40.49287647,0.783794327,0.699040646,0.408939727,50.76723778,71.97166704
South Sudan,1983,35.491,0.125979689,27.53884685,0.781088281,0.7141334,0.3480123,50.17125975,75.30263827
Sub-Saharan Africa,1983,48.33214819,0.21629049,40.49287647,0.783794327,0.699040646,0.408939727,50.76723778,72.12616704
Small states,1983,63.52435424,1.257214655,84.16643481,0.947327434,0.501283726,0.639025979,63.75633342,58.08561968
Sao Tome and Principe,1983,59.432,0.537,62.0482978,0.946317891,0.515613576,0.585781882,65.27500363,50.28492464
Suriname,1983,62.593,1.044486516,81.82624138,0.933643308,0.500284774,0.642311741,68.60925671,53.48677973
Slovakia,1983,70.47902439,1.081649637,85.47341243,0.946840096,0.494361466,0.66913894,65.4621314,52.01335569
Slovenia,1983,70.54146341,1.623848414,96.81273069,0.96222774,0.477068111,0.698718773,66.50263392,55.07022527
Sweden,1983,76.55170732,2.4,99.70686198,0.962569454,0.320851318,0.781398269,67.70545399,45.13009044
Eswatini,1983,58.172,0.053,15.93432846,0.753024705,0.700870399,0.409542924,48.62141512,77.65639605
Sint Maarten (Dutch part),1983,72.585,1.811872723,97.70436488,0.959694597,0.443393626,0.720093942,65.26697334,54.10683438
Seychelles,1983,70.38292683,0.407,76.8598201,0.944583769,0.477385283,0.648775148,69.85722893,44.25599325
Syria,1983,67.829,1.112805704,88.34062107,0.872420757,0.509290246,0.607381506,62.84902176,50.87549722
Turks and Caicos Islands,1983,68.634,1.211382242,90.9339204,0.86716907,0.496218494,0.621194509,61.08203509,50.70721951
Chad,1983,44.179,0.253764879,42.45270735,0.794666278,0.681398229,0.422309848,48.6821769,71.84288379
East Asia & Pacific (IDA & IBRD countries),1983,64.80567017,1.050083665,84.31315619,0.896410119,0.560440899,0.615484579,56.72073985,57.33067959
Europe & Central Asia (IDA & IBRD countries),1983,67.61987407,1.208027967,88.4688821,0.944033429,0.507903118,0.64933609,64.05928725,50.14967941
Togo,1983,52.635,0.137211713,28.70176096,0.78269502,0.711130023,0.405382004,49.78089294,74.68567458
Thailand,1983,65.789,1.272539625,90.67485401,0.886035228,0.484187136,0.612079554,62.74278668,51.79290098
Tajikistan,1983,59.808,0.165459937,39.13101542,0.762440475,0.722702274,0.42006384,50.7333033,73.54136486
Turkmenistan,1983,61.846,1.171783727,75.78724359,0.88677561,0.544257836,0.57110393,60.76999137,57.64238758
Latin America & the Caribbean (IDA & IBRD countries),1983,64.74787552,0.977586913,81.10559549,0.885353368,0.563236335,0.601395993,56.69965221,57.97096661
Timor-Leste,1983,31.635,0.120786308,28.22069685,0.782992943,0.698860476,0.363955153,49.58339294,75.15479164
Middle East & North Africa (IDA & IBRD countries),1983,59.62749729,0.477367597,52.16067394,0.72590751,0.730076203,0.435244558,49.13104275,71.94434869
Tonga,1983,66.369,1.113938232,88.31310417,0.882027042,0.509968791,0.607420944,62.83958605,50.90790032
South Asia (IDA & IBRD),1983,55.37277904,0.115170633,27.30547568,0.772475223,0.694288638,0.411365222,48.84087427,77.23383867
Sub-Saharan Africa (IDA & IBRD countries),1983,48.33214819,0.21629049,40.49287647,0.783794327,0.699040646,0.408939727,50.76723778,72.12616704
Trinidad and Tobago,1983,67.935,1.160706876,89.13689911,0.870504628,0.500441744,0.611751035,61.53232252,50.59636629
Tunisia,1983,66.137,1.211400398,89.71657371,0.872903983,0.494489212,0.603709917,61.82182658,51.50292076
Turkey,1983,64.146,1.403542354,92.32519733,0.862991536,0.499192949,0.605806358,61.25543745,52.31144625
Tuvalu,1983,61.456,1.01806884,71.2746041,0.882824314,0.568800001,0.56791687,53.76431825,61.08752484
Tanzania,1983,51.543,0.128585568,28.4277625,0.782601761,0.701060956,0.407261616,49.58339294,74.84492498
Uganda,1983,43.519,0.056776576,13.21135104,0.854318947,0.648124917,0.39471879,45.85334881,77.79028726
Ukraine,1983,68.84639024,3.82,97.6709217,1.019801883,0.407058092,0.719754397,50.5536005,60.66481291
Upper middle income,1983,65.00281683,0.971231039,80.17137104,0.891781333,0.560523416,0.605399846,53.232495,61.58404424
Uruguay,1983,71.539,1.627424257,97.87968985,0.9353962,0.478355573,0.686227578,59.21808221,57.24104723
United States,1983,74.46341463,1.6,96.67293707,0.94399422,0.441806065,0.720446961,65.09568443,47.83201519
Uzbekistan,1983,63.805,1.10599787,80.96572418,0.911567389,0.534765359,0.616344097,56.36180284,59.37199485
St. Vincent and the Grenadines,1983,70.959,0.521541109,80.19130492,0.950794489,0.443169592,0.662347674,77.39794029,45.51370578
Venezuela,1983,70.197,1.044519076,81.94702525,0.897228908,0.55827189,0.620754504,48.76891462,63.66840895
British Virgin Islands,1983,70.939,1.529247204,95.89807117,0.963320105,0.475380082,0.690078207,65.22146846,54.30438011
Virgin Islands (U.S.),1983,69.32456098,1.050081161,81.77081715,0.904360698,0.53985695,0.616234178,51.86432477,61.45730609
Vietnam,1983,67.148,0.868384488,75.31698572,0.88433879,0.561622861,0.57052699,51.08793411,61.76279741
Vanuatu,1983,63.239,1.044263843,78.24528412,0.92147547,0.525352428,0.591836157,54.35391808,62.1036518
World,1983,63.21575937,1.107566861,78.01911834,0.922783731,0.513683839,0.591925226,54.76132554,61.61002722
Samoa,1983,65.736,0.510573131,75.15109332,0.937218355,0.499244903,0.62611663,68.53445725,43.86714189
Kosovo,1983,68.641,0.658450236,86.61589028,0.915028722,0.516919873,0.63112842,67.91004309,43.0675298
"Yemen, Rep.",1983,53.923,0.156757333,27.28176405,0.865824562,0.63935567,0.457453621,44.80151547,72.54139381
South Africa,1983,61.465,1.367422965,77.76337131,0.951146989,0.48786352,0.619697652,62.09206298,60.74948314
Zambia,1983,53.389,0.14,25.86705166,0.864748643,0.643100607,0.453036388,44.52834881,73.61571395
Zimbabwe,1983,60.248,0.244555257,42.11541062,0.940473451,0.560015792,0.537311317,54.52506796,56.93791035
Aruba,1984,72.251,1.637568777,98.03734979,0.935456723,0.444365957,0.693761518,55.27610561,57.46919009
Africa Eastern and Southern,1984,48.65266456,0.112251049,18.86844503,0.559730622,0.725658893,0.300333078,46.91675758,77.2210605
Afghanistan,1984,33.329,0.123615075,19.54925812,0.574175804,0.723403774,0.295600313,46.91675758,77.2275605
Africa Western and Central,1984,47.93192038,0.115827056,19.40462334,0.560154051,0.724914419,0.299290033,46.91675758,76.9755605
Angola,1984,42.353,0.059,9.343415563,0.704089,0.715344652,0.305402544,47.05525758,77.67236068
Albania,1984,71.502,1.407,96.97331798,0.919717798,0.449766654,0.67254026,57.22446996,54.66711136
Arab World,1984,59.47897588,0.149009332,25.03526891,0.703775267,0.711661644,0.420906944,47.45235758,76.77559673
United Arab Emirates,1984,70.485,0.953,81.96103906,0.881567621,0.557096798,0.615569993,52.87295977,62.84696046
Argentina,1984,69.195,2.683,96.46690848,0.97924199,0.414469902,0.701390563,54.14066698,60.44548267
Armenia,1984,67.507,0.978429959,80.95921035,0.877929602,0.56582723,0.611446385,51.38757348,61.9476299
Antigua and Barbuda,1984,73.524,1.381797793,97.30954707,0.917295161,0.411107249,0.695188223,55.98759257,55.30816725
Australia,1984,75.38780488,1.8,97.81247762,0.956213038,0.429461341,0.738744786,64.64395586,53.11279829
Austria,1984,73.61219512,2.071470464,97.91872837,0.962312068,0.415655946,0.728679657,54.61750834,61.05542482
Azerbaijan,1984,61.956,0.328962799,54.32548699,0.885161722,0.612572543,0.519394136,48.77639408,66.88404701
Burundi,1984,48.491,0.047,6.707054945,0.739849603,0.706520655,0.311257407,47.76148052,76.74086068
Belgium,1984,74.40487805,2.7,99.15564667,0.978989799,0.372248536,0.765804755,61.91045688,54.26503506
Benin,1984,49.747,0.240032016,40.60358284,0.785575582,0.684618894,0.430295065,46.91223084,73.24833618
Burkina Faso,1984,48.638,0.154448088,33.07653309,0.803362545,0.681884627,0.431803436,49.12542067,72.12993616
Bangladesh,1984,53.54,0.317192783,50.71344783,0.886606001,0.609116615,0.517615863,47.93750519,66.32388867
Bulgaria,1984,71.4997561,2.759,98.81306037,0.976553168,0.375210989,0.714332248,61.86248532,55.18704025
Bahrain,1984,72.012,1.650219316,97.27611975,0.953537911,0.454325674,0.692749699,54.97503014,59.38640952
"Bahamas, The",1984,69.351,0.943,81.96827736,0.884084808,0.563188688,0.615654128,50.19479943,61.43645029
Bosnia And Herzegovina,1984,71.036,1.28,92.28582353,0.956431344,0.47639485,0.67808897,64.31576178,52.51762976
Belarus,1984,69.56319512,0.985773728,81.01003966,0.885156281,0.559954067,0.613787167,51.82646076,61.23761369
Belize,1984,68.64,0.272,62.63084037,0.886174824,0.558266025,0.570449801,54.02524547,56.86163426
Bermuda,1984,74.526,2.006919946,97.64337472,0.960495579,0.419780802,0.740592318,65.55055295,53.69596541
Bolivia,1984,52.971,0.697,68.58875551,0.94869971,0.520492523,0.604274733,63.68666809,49.48520544
Brazil,1984,63.773,0.927,83.02782491,0.896632866,0.558115787,0.617340685,56.6982634,57.12906991
Barbados,1984,72.596,0.891,91.03242272,0.928338208,0.445876661,0.663571764,57.64230953,56.53398755
Brunei Darussalam,1984,70.358,0.534,79.61241363,0.933363052,0.508183406,0.625502397,66.51006535,45.30418414
Bhutan,1984,51.4,0.44686326,57.20066684,0.950365371,0.529980563,0.594067873,62.19179211,50.90759814
Botswana,1984,62.364,0.912150564,75.75321505,0.900006742,0.558499438,0.600677982,56.26182937,57.82475862
Central African Republic,1984,50.484,0.248694729,42.33851733,0.792539225,0.680785309,0.431704977,48.97897061,72.19088379
Canada,1984,76.33195122,1.9,97.69953133,0.958165583,0.431672215,0.734535689,68.2948011,52.42403513
Central Europe and the Baltics,1984,70.34911486,1.55146221,95.55584805,0.955750199,0.482677861,0.682908708,64.19245487,51.14645864
Switzerland,1984,76.60853659,2.6,99.82495888,0.974900514,0.334707663,0.787716347,68.50263477,45.90445248
Channel Islands,1984,76.076,1.835612734,97.45636255,0.960734154,0.438940337,0.735682847,69.55390649,52.09513581
Chile,1984,70.46,0.817,88.16423217,0.928292351,0.503956903,0.639849915,67.29324631,45.58278635
China,1984,66.3,1.33,91.78062462,0.924972543,0.50297148,0.642213255,62.91541486,51.91569443
Ivory Coast,1984,53.037,0.258145592,44.11476917,0.797545867,0.68366181,0.441898568,49.24945791,72.17307076
Cameroon,1984,53.22,0.169644191,37.6762087,0.810567961,0.674942229,0.437650816,49.73451701,71.64375762
"Congo, Dem. Rep.",1984,46.445,0.157312243,35.66964577,0.801299378,0.681060389,0.422629973,49.02984491,72.19860283
"Congo, Rep.",1984,57.453,0.254300943,42.86331026,0.788427946,0.683753699,0.43404669,49.21912818,72.85594992
Colombia,1984,67.979,1.190898677,88.15397493,0.94915248,0.507555327,0.653683268,63.53495362,50.41227267
Comoros,1984,52.941,0.084,17.83400696,0.766504578,0.693168013,0.379512255,48.094804,76.22462124
Cabo Verde,1984,61.661,0.884673133,72.57573469,0.89501981,0.562193145,0.588096689,56.15997743,58.34791538
Costa Rica,1984,75.091,0.99,91.46073818,0.947706602,0.461000823,0.696522465,68.07550283,48.22076512
Caribbean small states,1984,66.28931797,1.071474671,85.17934173,0.894460757,0.556132837,0.619110855,56.47883424,56.53331418
Cuba,1984,73.468,1.886,97.56671206,0.961349271,0.427349105,0.727397729,64.49528495,53.97681845
Curacao,1984,71.33992683,1.616624091,96.1405992,0.959416859,0.472341693,0.693185278,65.74403746,51.86054291
Cyprus,1984,72.255,1.577413099,96.56244869,0.957740709,0.469135947,0.700762584,65.77064918,51.99026303
Czech Republic,1984,70.83756098,1.596982807,95.96297897,0.958195551,0.472321242,0.689998281,66.30158659,51.76920607
Germany,1984,74.07229268,1.679312918,97.91817195,0.943542742,0.4522178,0.717329318,64.03589162,50.34617937
Djibouti,1984,53.703,0.238,42.52080812,0.800207654,0.682930641,0.436654918,48.4161002,71.84985832
Dominica,1984,72.022,0.339,82.70748161,0.948728374,0.448208381,0.67004983,70.26255917,44.62829213
Denmark,1984,74.56219512,1.774018464,97.66776088,0.957942006,0.455463506,0.725829043,69.00757293,51.67550051
Dominican Republic,1984,63.602,0.564,72.71670868,0.890661325,0.563639344,0.560487704,56.83159827,55.42217423
Algeria,1984,61.658,0.427,62.71021875,0.871646018,0.61151938,0.55219691,50.32631075,65.14674761
East Asia & Pacific (excluding high income),1984,65.23824953,1.036967068,83.85232858,0.894575017,0.559620593,0.611698281,56.64080651,57.18160558
Early-demographic dividend,1984,58.05158193,0.269770123,43.67223707,0.793711032,0.686783306,0.443473573,49.67456152,72.22636491
East Asia & Pacific,1984,66.43748293,1.210032733,88.39690319,0.943233648,0.50935608,0.647798928,63.9523937,50.81353584
Europe & Central Asia (excluding high income),1984,66.58359536,1.199991609,88.16197113,0.946098836,0.508931362,0.649006817,64.18207513,50.53762444
Europe & Central Asia,1984,71.030591,1.653793345,96.98640387,0.956711535,0.472454654,0.691794319,65.60413451,51.62207996
Ecuador,1984,65.171,1.042619106,84.31059505,0.89485733,0.561263442,0.611920632,56.64768747,57.16560558
Egypt,1984,59.73,0.324358865,45.59109825,0.77871803,0.709349482,0.438575541,49.55004485,72.33108246
Euro area,1984,74.61630367,1.722667895,97.71397029,0.955354244,0.454632574,0.723490967,68.60180665,50.96437665
Eritrea,1984,45.777,0.258664164,43.17281899,0.788399321,0.684408396,0.423411811,48.91052818,72.29725643
Spain,1984,76.29536585,1.698876883,99.14151735,0.941178748,0.288097197,0.738212817,69.5032945,45.56538721
Estonia,1984,69.27804878,1.205533973,88.70079664,0.944739684,0.509418109,0.653133762,64.02455461,49.94263417
Ethiopia,1984,36.429,0.013,5.846993494,0.725511909,0.705471283,0.286948005,47.31614719,76.88836068
European Union,1984,73.74048172,1.733262046,97.93279499,0.953756507,0.445013568,0.718668931,64.06868978,51.47983873
Fragile and conflict affected situations,1984,51.43475693,0.446662669,48.32814047,0.760686275,0.695970504,0.430670313,48.79177452,71.25474063
Finland,1984,74.51902439,1.712931021,97.7350145,0.954022116,0.455058855,0.7243005,68.00132159,51.08618052
Fiji,1984,63.892,0.868365861,75.14645605,0.889570694,0.56322924,0.568167114,56.7861195,56.06124839
France,1984,75,2.5,98.66520433,0.970608574,0.382510386,0.763447373,68.43021067,54.10339587
"Micronesia, Fed. Sts.",1984,65.749,1.084581256,87.93817089,0.89368777,0.533888158,0.619493581,58.9923833,52.91654502
Gabon,1984,58.894,0.301185323,46.97422765,0.782934303,0.696852809,0.440341899,49.98348563,71.38485087
United Kingdom,1984,74.77804878,1.782747364,98.1022903,0.943640648,0.425514734,0.727098781,65.92335497,48.38312182
Georgia,1984,67.994,4.471,99.38215304,0.956834945,0.381144516,0.71327188,60.15916699,42.80565171
Ghana,1984,52.051,0.067,12.91792831,0.739539131,0.704276053,0.345365538,47.19614719,76.87943491
Gibraltar,1984,75.385,1.762219882,97.73515143,0.954966957,0.444838575,0.726066041,68.97045209,51.00637614
Guinea,1984,44.946,0.264735415,43.50624454,0.78335075,0.685078593,0.424620479,48.54691211,72.87933183
"Gambia, The",1984,47.493,0.266221089,43.67515311,0.784268261,0.688047238,0.426058765,49.24777452,71.66402916
Guinea-Bissau,1984,44.829,0.266091695,43.52541708,0.786439372,0.688788493,0.422570829,48.57461083,71.73922916
Equatorial Guinea,1984,49.208,0.250404912,42.95988538,0.786984571,0.686165418,0.425686417,48.91052818,72.44025643
Greece,1984,75.77439024,2.9,99.79521652,0.969163618,0.337120102,0.775278293,61.16411342,49.78415605
Grenada,1984,69.32,0.49,72.1476663,0.933205198,0.520047423,0.599666167,65.22042008,45.54268112
Greenland,1984,63.46658537,0.836441268,74.76275449,0.888219098,0.564613444,0.562383245,56.70308209,56.15154106
Guatemala,1984,59.558,0.47,49.73901363,0.724811082,0.708855063,0.442283938,48.3007664,72.05270079
Guam,1984,70.819,1.603879734,96.19644129,0.958486707,0.475878204,0.690914635,66.88393322,51.41502126
Guyana,1984,61.589,0.165,38.22697416,0.887988858,0.61536994,0.506730314,50.26018613,66.07876275
High income,1984,73.25920003,1.669600339,97.0660182,0.953603245,0.46093106,0.712076476,65.19852793,51.38898833
Hong Kong,1984,76.0095122,1.793649198,97.64603536,0.95793141,0.461236327,0.73145299,71.18217289,51.03864547
Honduras,1984,62.642,0.691,72.15190964,0.893473181,0.565406133,0.562407045,56.30753928,58.12219571
Heavily indebted poor countries (HIPC),1984,46.39744124,0.25827945,43.25322109,0.783627141,0.686464119,0.42572261,48.52639288,72.58891516
Croatia,1984,70.21853659,1.88,96.99171053,0.957287283,0.457770414,0.688697656,64.83953431,51.80970335
Haiti,1984,51.123,0.141,35.45916626,0.793840405,0.682793484,0.434611572,48.46265544,72.20226116
Hungary,1984,69.02585366,2.5,98.40675695,0.966585796,0.403419607,0.710034683,65.30521045,53.82694959
IBRD only,1984,63.07501385,0.738318488,72.63272741,0.891183703,0.565535489,0.558903929,56.74885595,56.44973411
IDA & IBRD total,1984,60.88780538,0.822140018,69.93792171,0.89236626,0.569368169,0.557412982,55.9490473,59.1269834
IDA total,1984,51.70436056,0.254784839,43.08196071,0.786777161,0.686148512,0.440149056,48.34739288,73.01083183
IDA blend,1984,55.18650291,0.256104812,43.14244181,0.788592069,0.684836292,0.440683811,49.00643316,72.47349159
Indonesia,1984,60.728,0.341840188,54.79469552,0.897576572,0.570459182,0.510349757,54.74080541,58.50558571
IDA only,1984,50.04692069,0.162335911,35.12148114,0.787593424,0.687165724,0.42841939,48.87115961,72.17619462
Isle of Man,1984,69.88,0.827021393,89.60133475,0.90991183,0.511285246,0.636216751,66.30723519,43.52526388
