LE_at_birth,Access_to_Electricity,Gender_Development_Index,Human_Development_Index,Gender_Inequality_Index
53.036,33.99631119,0.846,0.548,0.546
48.738,52.6,0.928,0.591,0.793
82.04634146,97.8,0.952,0.888,0.096
78.28292683,100.0,1.007,0.923,0.1
58.763,25.32735443,0.772,0.461,0.677
77.8902439,100.0,0.979,0.878,0.083
61.679,70.26535034,0.638,0.435,0.769
69.64780488,79.88595581,0.983,0.715,0.513
69.298,71.87417093,0.938,0.633,0.49
61.672,30.0,0.857,0.428,0.654
73.04390244,100.0,0.991,0.783,0.197
75.96341463,100.0,0.983,0.785,0.19
69.634,84.8,0.923,0.59,0.555
75.841,100.0,0.961,0.708,0.322
47.129,19.5,0.864,0.324,0.587
57.015,30.77675629,0.801,0.413,0.71
56.609,5.7,0.861,0.382,0.661
70.862,79.129592,0.935,0.502,0.503
81.99268293,100.0,0.99,0.755,0.259
73.867,100.0,0.984,0.742,0.194
82.64634146,100.0,0.988,0.899,0.059
54.538,16.07299995,0.765,0.443,0.725
62.621,97.0,0.852,0.553,0.522
66.239,100.0,0.912,0.688,0.672
70.232,94.2,0.842,0.65,0.402
51.748,8.0,0.879,0.327,0.642
47.786,6.199634075,0.864,0.385,0.645
67.98097561,98.9,1.006,0.698,0.368
74.769,97.9,0.954,0.614,0.379
76.58292683,100.0,0.942,0.889,0.277
68.231,98.9,0.975,0.827,0.235
72.317,86.99443817,0.952,0.603,0.513
59.241,71.33178711,0.928,0.585,0.601
44.659,18.54024506,0.852,0.413,0.648
55.019,38.4,0.898,0.592,0.541
50.954,6.235727787,0.831,0.375,0.671
73.704,99.4,0.929,0.677,0.314
74.746,100.0,0.961,0.796,0.345
73.926,100.0,1.03,0.779,0.413
70.624,94.8,0.944,0.662,0.453
79.23414634,100.0,0.966,0.852,0.151
81.83292683,100.0,0.945,0.871,0.103
64.891,98.9,0.973,0.622,0.557
47.514,2.5,0.856,0.408,0.616
77.72195122,100.0,0.974,0.887,0.134
56.578,21.5,0.768,0.416,0.673
49.491,9.1,0.759,0.296,0.675
65.779,32.4,0.77,0.485,0.689
73.225,88.1,0.976,0.725,0.322
68.564,79.0,0.921,0.64,0.511
62.346,89.8,0.898,0.632,0.589
74.089,100.0,0.994,0.741,0.361
63.279,26.5,0.957,0.585,0.41
45.406,29.83145714,0.743,0.313,0.71
79.16682927,100.0,0.982,0.89,0.15
79.6804878,100.0,0.984,0.887,0.103
76.87,97.9,0.922,0.763,0.489
69.48,89.5,0.901,0.635,0.275
50.842,48.7,0.89,0.457,0.642
52.932,41.0,0.871,0.442,0.63
69.5097561,81.9,0.971,0.666,0.497
77.586,94.2,0.939,0.71,0.243
76.183,99.9,0.984,0.693,0.369
76.568,100.0,0.944,0.856,0.239
74.96829268,100.0,0.978,0.808,0.119
77.92682927,100.0,0.943,0.889,0.133
76.59268293,99.0,0.985,0.874,0.187
69.423,88.8,0.942,0.646,0.504
59.981,54.2,0.781,0.649,0.598
68.007,97.7,0.835,0.633,0.617
78.96585366,100.0,0.967,0.825,0.129
70.41707317,100.0,1.028,0.773,0.279
77.46585366,100.0,1.034,0.891,0.225
66.31,76.8,0.945,0.681,0.412
79.05609756,100.0,0.981,0.844,0.195
57.596,73.6,0.883,0.635,0.388
77.74146341,100.0,0.977,0.862,0.21
67.439,73.5,0.957,0.702,0.389
58.195,43.7,0.86,0.411,0.604
43.561,8.1,0.742,0.345,0.702
77.88780488,100.0,0.972,0.865,0.203
67.446,73.3,0.849,0.595,0.584
64.483,71.35339355,0.924,0.577,0.561
71.462,67.4,0.927,0.556,0.434
72.80780488,100.0,0.954,0.759,0.191
71.24634146,100.0,0.98,0.773,0.162
66.433,87.8,0.887,0.595,0.57
62.669,60.3,0.748,0.491,0.664
76.53658537,100.0,0.984,0.847,0.252
69.691,97.9,0.819,0.685,0.583
67.456,96.8,0.902,0.589,0.654
79.65365854,100.0,0.988,0.871,0.141
75.40243902,100.0,0.942,0.844,0.23
78.517,100.0,0.954,0.841,0.186
70.944,84.4,0.957,0.664,0.434
71.044,99.0,0.845,0.678,0.593
81.07609756,94.2,0.988,0.877,0.147
65.45,99.0,1.006,0.708,0.377
54.411,15.2,0.803,0.481,0.69
58.625,16.6,0.887,0.425,0.602
75.9097561,100.0,0.927,0.825,0.338
65.238,100.0,0.97,0.887,0.56
70.355,70.3,0.947,0.688,0.557
63.635,44.0,0.908,0.452,0.585
72.0195122,98.7,0.941,0.766,0.263
77.87317073,100.0,0.995,0.864,0.17
67.861,97.06565094,1.027,0.756,0.275
66.787,69.8,0.779,0.521,0.7
66.417,98.7,0.931,0.641,0.396
57.938,12.6,0.899,0.443,0.637
70.876,83.8,0.91,0.606,0.499
73.569,98.0,0.943,0.709,0.46
72.772,99.0,0.919,0.675,0.34
70.164,42.3,0.847,0.442,0.67
78.34878049,99.4,0.978,0.803,0.299
62.882,67.3,1.014,0.598,0.435
49.491,6.1,0.838,0.303,0.611
61.028,19.1,0.739,0.465,0.744
71.66341463,99.0,0.912,0.769,0.486
47.221,4.8,0.736,0.374,0.681
76.983,100.0,0.931,0.721,0.289
60.655,36.5,0.857,0.546,0.542
49.322,9.4,0.724,0.262,0.792
77.98780488,91.0,0.954,0.861,0.1
78.63414634,100.0,0.988,0.902,0.1
61.801,29.9,0.805,0.467,0.663
76.84073171,98.9,0.981,0.887,0.188
53.036,72.8,0.682,0.441,0.764
73.169,81.4,0.968,0.721,0.482
69.413,96.15432739,0.937,0.633,0.497
61.72,12.4,0.859,0.447,0.654
73.74878049,100.0,0.991,0.793,0.162
76.31463415,100.0,0.917,0.791,0.195
69.75,89.6,0.906,0.649,0.553
71.16341463,65.4,0.895,0.644,0.434
47.129,5.7,0.802,0.34,0.563
52.833,23.0,0.769,0.424,0.709
56.943,37.7,0.784,0.388,0.659
72.636,100.0,0.938,0.831,0.264
45.596,8.4,0.777,0.318,0.736
69.865,99.6,0.932,0.436,0.529
61.655,52.9,0.851,0.501,0.601
70.5,97.5,0.985,0.798,0.215
75.41219512,100.0,0.99,0.821,0.189
79.64390244,100.0,0.943,0.85,0.145
47.256,20.4,0.953,0.471,0.63
73.547,93.4,0.991,0.587,0.455
56.738,43.7,0.773,0.446,0.666
73.291,82.1,0.969,0.641,0.523
63.26,98.5,0.854,0.56,0.572
69.187,85.6,0.957,0.685,0.667
69.102,100.0,0.954,0.712,0.4
73.69,100.0,0.848,0.679,0.394
71.861,99.9,0.84,0.67,0.596
52.362,8.7,0.882,0.398,0.64
48.342,7.4,0.866,0.394,0.64
67.67560976,99.1,1.008,0.719,0.357
77.99268293,97.6,0.964,0.753,0.396
76.63658537,100.0,0.983,0.891,0.275
65.724,100.0,0.938,0.607,0.561
72.478,100.0,0.981,0.739,0.519
72.462,88.2,0.952,0.588,0.328
58.47,38.4,0.959,0.633,0.49
45.231,14.29,0.85,0.418,0.648
44.686,6.3,0.888,0.452,0.625
56.426,20.0,0.845,0.386,0.665
75.639,98.9,0.933,0.684,0.479
74.636,100.0,0.963,0.8,0.188
69.874,95.5,0.99,0.846,0.343
76.935,100.0,0.935,0.666,0.282
79.63414634,100.0,0.966,0.772,0.15
78.57560976,100.0,0.959,0.808,0.147
65.51,98.6,0.973,0.632,0.353
62.207,2.8,0.855,0.596,0.523
77.97317073,100.0,0.94,0.841,0.137
52.662,56.0,0.831,0.428,0.671
54.596,9.5,0.75,0.299,0.666
66.135,35.0,0.778,0.492,0.628
71.76829268,99.7,0.98,0.789,0.255
72.772,89.5,1.012,0.732,0.245
68.357,80.2,0.968,0.643,0.509
62.843,69.3,0.908,0.632,0.584
75.733,100.0,0.993,0.78,0.359
62.533,100.0,0.945,0.586,0.517
44.53,5.7,0.742,0.332,0.71
78.7602439,99.7,0.982,0.892,0.121
84.44560976,100.0,0.949,0.89,0.134
76.773,97.1,0.939,0.768,0.457
72.606,97.0,0.893,0.604,0.513
50.81,11.8,0.803,0.333,0.675
53.142,23.5,0.841,0.46,0.705
76.183,98.5,0.864,0.667,0.495
77.545,98.2,0.991,0.784,0.622
76.421,100.0,0.92,0.7,0.363
76.989,100.0,0.989,0.804,0.174
75.17317073,100.0,0.959,0.818,0.165
78.32926829,93.87064362,0.974,0.896,0.129
76.79268293,100.0,0.985,0.939,0.071
71.728,95.7,0.807,0.651,0.501
70.823,98.6,0.786,0.56,0.59
65.468,97.4,0.848,0.637,0.603
79.36829268,100.0,0.936,0.813,0.132
76.75853659,100.0,1.036,0.797,0.268
51.043,10.2,0.74,0.301,0.7
77.96585366,100.0,0.96,0.9,0.089
66.34,77.7,0.924,0.668,0.408
79.15853659,100.0,0.981,0.758,0.184
61.27,77.2,0.884,0.55,0.621
77.99268293,100.0,0.978,0.912,0.212
69.606,99.8,0.959,0.706,0.378
58.107,44.8,0.863,0.521,0.667
52.662,16.4,0.774,0.352,0.701
74.449,100.0,0.97,0.82,0.216
63.336,73.7,0.893,0.484,0.58
70.316,75.1,0.925,0.584,0.558
69.006,64.2,0.93,0.608,0.531
74.51292683,100.0,0.955,0.769,0.187
73.86341463,100.0,0.981,0.782,0.392
66.758,96.9,0.896,0.604,0.41
63.091,32.99179077,0.84,0.496,0.66
82.27560976,100.0,0.986,0.855,0.202
69.955,86.8,0.825,0.693,0.57
75.047,96.9,0.995,0.588,0.646
80.6902439,100.0,0.995,0.879,0.134
79.40731707,100.0,0.944,0.848,0.186
80.12682927,100.0,0.98,0.848,0.189
72.97073171,87.7,0.971,0.673,0.342
66.787,99.0,0.855,0.685,0.572
77.8902439,100.0,0.975,0.88,0.182
65.76,100.0,1.006,0.695,0.364
54.508,8.7,0.877,0.485,0.69
54.604,9.5,0.882,0.441,0.599
76.41219512,100.0,0.928,0.806,0.275
63.723,100.0,0.973,0.854,0.322
70.787,63.6,0.95,0.46,0.379
55.865,33.7,0.856,0.388,0.588
71.65853659,99.5,0.896,0.776,0.364
76.85853659,100.0,0.993,0.869,0.165
70.76097561,99.9,1.028,0.767,0.272
51.795,71.6,0.851,0.912,0.706
66.787,91.0,0.887,0.652,0.437
53.278,33.8,0.903,0.478,0.636
72.181,99.9,0.908,0.633,0.483
73.867,97.1,0.921,0.712,0.461
67.403,99.0,0.926,0.679,0.317
50.54,3.300647259,0.779,0.329,0.666
78.84390244,100.0,0.912,0.811,0.229
63.279,99.4,1.024,0.609,0.425
48.81,5.7,0.843,0.316,0.597
63.401,22.2,0.792,0.466,0.743
71.76585366,99.2,0.908,0.69,0.475
45.895,5.2,0.862,0.369,0.679
73.344,98.6,0.933,0.739,0.298
51.26,36.0,0.942,0.417,0.539
49.841,3.8,0.729,0.268,0.79
78.1902439,100.0,0.958,0.895,0.101
78.78536585,100.0,1.021,0.911,0.095
63.336,24.6,0.835,0.469,0.657
79.65365854,100.0,0.952,0.894,0.089
62.421,73.9,0.654,0.499,0.76
74.414,81.5,0.969,0.67,0.344
71.041,87.6,0.938,0.684,0.478
69.614,75.7,0.937,0.638,0.516
61.773,91.0,0.983,0.714,0.394
74.2,100.0,0.992,0.799,0.158
77.611,100.0,0.988,0.75,0.187
69.9,91.0,0.936,0.476,0.549
71.16097561,100.0,0.966,0.68,0.388
49.021,4.1,0.872,0.35,0.56
58.562,29.4,0.861,0.431,0.682
55.959,38.9,0.795,0.394,0.648
78.25121951,100.0,0.939,0.833,0.178
45.661,8.5,0.786,0.331,0.69
69.598,87.1,0.929,0.619,0.526
53.142,90.1,0.846,0.507,0.6
73.40243902,100.0,0.987,0.77,0.554
75.75853659,100.0,0.989,0.837,0.14
79.69756098,100.0,0.987,0.907,0.056
45.975,26.9,0.942,0.463,0.63
71.644,93.1,0.821,0.68,0.539
47.85,6.2,0.694,0.301,0.671
58.763,19.6,0.774,0.449,0.666
72.613,90.4,0.969,0.666,0.383
64.057,98.6,0.957,0.569,0.419
69.127,86.3,0.956,0.688,0.663
69.646,96.3,0.958,0.721,0.462
73.816,97.3,0.98,0.665,0.385
74.81463415,99.9,0.846,0.733,0.469
53.161,9.7,0.88,0.406,0.623
52.356,8.6,0.82,0.404,0.62
67.83707317,99.2,1.011,0.715,0.277
75.285,97.7,1.008,0.76,0.376
76.83658537,100.0,0.989,0.892,0.12
66.087,99.6,0.938,0.614,0.34
71.201,99.9,0.982,0.689,0.527
72.647,88.9,0.954,0.598,0.496
57.261,70.2,0.945,0.771,0.461
46.019,20.2,0.882,0.425,0.635
41.957,34.2,0.855,0.441,0.626
47.386,26.3,0.84,0.403,0.657
75.89,98.1,0.922,0.689,0.335
74.901,98.4,0.962,0.804,0.599
74.408,96.1,0.989,0.736,0.469
71.018,98.0,0.927,0.67,0.377
81.63902439,100.0,0.966,0.902,0.144
78.67804878,89.0,0.898,0.879,0.086
66.239,100.0,0.971,0.685,0.32
59.674,3.1,0.852,0.512,0.253
78.07560976,100.0,0.986,0.892,0.131
56.591,23.4,0.627,0.436,0.668
51.272,6.2,0.77,0.449,0.69
66.612,37.8,0.788,0.499,0.739
71.86585366,89.1,0.98,0.74,0.247
64.736,90.0,0.92,0.721,0.465
68.752,81.0,0.904,0.652,0.501
63.306,64.0,0.907,0.63,0.55
74.762,96.7,0.989,0.692,0.493
74.366,100.0,0.912,0.76,0.579
55.558,27.0,0.925,0.583,0.515
45.409,6.1,0.744,0.333,0.709
82.32195122,100.0,0.982,0.894,0.14
80.38536585,100.0,0.988,0.89,0.069
77.445,97.3,0.94,0.775,0.409
72.985,92.0,0.914,0.604,0.264
64.838,51.4,0.903,0.454,0.532
53.415,44.0,0.827,0.364,0.667
71.939,94.9,0.996,0.67,0.5
77.983,99.0,0.954,0.722,0.368
76.612,99.5,0.92,0.706,0.358
75.146,100.0,0.952,0.816,0.184
75.22195122,100.0,0.974,0.825,0.163
78.22926829,100.0,0.95,0.901,0.121
76.89512195,100.0,0.98,0.896,0.062
69.923,99.1,0.949,0.657,0.474
65.672,100.0,0.792,0.664,0.56
68.564,97.5,0.839,0.623,0.316
79.56829268,100.0,0.983,0.834,0.159
70.90487805,100.0,1.035,0.822,0.179
53.259,11.9,0.75,0.309,0.697
83.83170732,100.0,0.974,0.904,0.092
65.748,79.6,0.923,0.687,0.405
77.75121951,100.0,0.961,0.877,0.175
61.292,77.8,0.957,0.586,0.609
78.14390244,100.0,0.975,0.85,0.189
70.024,100.0,0.936,0.714,0.4
76.461,46.8,0.868,0.512,0.591
53.278,17.7,0.755,0.347,0.702
74.83658537,100.0,0.965,0.83,0.215
54.992,78.7,0.894,0.763,0.551
64.728,75.7,0.923,0.59,0.555
69.366,63.1,0.928,0.563,0.555
76.982,100.0,1.009,0.777,0.183
72.34878049,100.0,0.987,0.791,0.251
67.134,87.6,0.895,0.612,0.57
63.616,62.3,0.763,0.503,0.602
77.63414634,100.0,0.99,0.864,0.181
70.445,98.1,0.834,0.623,0.471
67.084,97.1,0.738,0.598,0.641
80.50243902,100.0,0.987,0.886,0.128
79.45121951,100.0,1.011,0.854,0.181
75.92439024,100.0,0.956,0.853,0.188
67.94926829,86.7,0.983,0.622,0.519
72.359,99.5,0.889,0.692,0.405
81.69073171,100.0,0.959,0.882,0.155
74.504,99.8,1.007,0.706,0.35
54.99,18.9,0.874,0.485,0.687
54.658,13.1,0.864,0.461,0.639
76.76585366,100.0,0.927,0.84,0.158
76.982,100.0,0.976,0.784,0.554
71.117,80.7,0.991,0.62,0.583
69.78439024,100.0,0.984,0.594,0.59
71.76097561,99.1,1.015,0.786,0.31
77.96585366,100.0,0.985,0.874,0.167
66.72756098,99.8,1.028,0.778,0.262
67.547,99.2,0.793,0.692,0.541
66.938,99.0,0.936,0.663,0.327
55.962,14.0,0.899,0.447,0.552
73.291,88.3,0.908,0.636,0.465
74.106,97.9,0.922,0.701,0.394
73.03902439,99.0,0.925,0.726,0.246
52.222,13.0,0.787,0.338,0.671
78.73902439,100.0,0.988,0.8,0.263
63.518,72.8,1.04,0.617,0.492
50.59,8.4,0.848,0.367,0.657
61.268,21.7,0.874,0.45,0.742
71.96585366,99.4,0.994,0.694,0.477
47.221,5.6,0.863,0.386,0.677
73.232,87.7,0.935,0.724,0.29
51.254,36.9,0.778,0.75,0.536
43.349,8.8,0.715,0.605,0.788
67.18,74.1,0.915,0.574,0.544
78.9804878,99.1,0.958,0.892,0.1
78.98780488,100.0,0.991,0.82,0.086
63.264,36.4,0.867,0.476,0.655
78.84634146,100.0,0.986,0.897,0.182
62.626,25.2,0.541,0.417,0.756
74.824,100.0,0.97,0.733,0.508
71.661,74.4,0.945,0.685,0.321
69.781,76.7,0.941,0.645,0.583
61.698,19.0,0.866,0.455,0.627
74.49756098,100.0,0.993,0.806,0.123
77.06585366,100.0,0.986,0.798,0.131
58.279,100.0,0.946,0.662,0.545
71.0097561,94.9,0.966,0.729,0.382
51.032,6.0,0.872,0.369,0.7
58.976,29.7,0.824,0.436,0.679
49.164,36.8,0.85,0.406,0.639
71.661,100.0,0.943,0.794,0.189
56.996,9.2,0.792,0.347,0.689
70.232,87.5,0.947,0.626,0.515
62.6,52.5,0.85,0.512,0.532
73.60487805,100.0,0.986,0.811,0.19
79.38292683,100.0,0.992,0.848,0.07
83.83170732,100.0,0.988,0.91,0.054
44.486,91.4,0.939,0.578,0.63
71.939,86.6,0.961,0.603,0.468
47.946,3.8,0.701,0.307,0.783
52.695,21.3,0.779,0.454,0.664
72.93,91.0,0.97,0.65,0.352
63.518,99.0,0.852,0.579,0.548
59.796,87.0,0.956,0.726,0.66
70.488,93.6,0.914,0.696,0.374
74.059,97.8,0.856,0.67,0.371
76.463,99.8,0.851,0.923,0.533
53.863,10.7,0.889,0.385,0.616
49.648,33.5,0.882,0.417,0.616
72.482,99.3,1.011,0.722,0.341
75.54,99.0,0.96,0.806,0.17
76.93658537,100.0,0.989,0.747,0.267
66.604,99.7,0.937,0.621,0.325
72.662,98.1,0.973,0.588,0.534
72.801,100.0,0.895,0.608,0.312
55.666,76.7,0.903,0.633,0.459
46.979,17.4,0.854,0.434,0.629
53.788,34.2,0.878,0.452,0.628
53.161,3.3,0.836,0.42,0.649
76.142,99.4,0.936,0.696,0.305
76.222,100.0,0.964,0.846,0.597
74.08,96.3,0.9,0.509,0.632
77.429,99.1,0.986,0.686,0.408
80.54365854,100.0,0.967,0.906,0.14
78.63170732,100.0,0.93,0.831,0.131
66.756,91.7,0.971,0.651,0.424
42.538,20.4,0.851,0.319,0.597
78.12926829,100.0,0.965,0.887,0.109
56.738,24.3,0.782,0.443,0.667
53.259,11.4,0.776,0.31,0.652
66.824,40.5,0.797,0.505,0.737
72.06585366,89.6,0.977,0.749,0.242
74.636,100.0,0.938,0.806,0.346
68.55365854,100.0,1.017,0.73,0.493
68.909,81.8,0.931,0.66,0.514
63.635,72.3,0.914,0.595,0.586
72.615,97.0,0.986,0.67,0.474
74.472,100.0,0.999,0.887,0.425
66.437,33.1,0.989,0.548,0.452
45.76,6.6,0.744,0.333,0.709
79.02682927,100.0,0.982,0.897,0.136
80.53658537,100.0,0.951,0.895,0.084
77.387,98.8,0.942,0.779,0.44
73.371,97.4,0.92,0.615,0.531
50.954,51.5,0.806,0.453,0.674
53.883,45.1,0.839,0.534,0.664
72.361,95.1,0.993,0.677,0.494
78.072,98.7,0.954,0.727,0.294
77.366,96.5,0.924,0.714,0.338
77.788,100.0,0.95,0.825,0.163
75.19414634,100.0,0.965,0.831,0.154
78.3804878,100.0,0.955,0.905,0.114
77.14390244,100.0,0.988,0.901,0.058
62.481,100.0,0.967,0.659,0.494
64.241,98.6,0.869,0.67,0.557
68.402,98.8,0.841,0.637,0.549
69.984,100.0,0.994,0.846,0.434
71.31707317,100.0,1.035,0.752,0.235
52.533,13.5,0.753,0.313,0.691
78.36829268,100.0,0.992,0.907,0.088
75.743,86.3,0.922,0.657,0.409
74.769,100.0,0.982,0.749,0.171
61.671,78.5,0.891,0.441,0.533
78.44634146,100.0,0.976,0.878,0.176
70.333,100.0,0.955,0.723,0.392
54.508,48.3,0.872,0.515,0.623
53.678,18.9,0.83,0.37,0.666
78.84146341,100.0,0.961,0.835,0.214
64.891,78.5,0.896,0.566,0.547
64.6,98.9,0.926,0.598,0.474
69.507,42.9,0.929,0.567,0.455
73.938,100.0,0.981,0.889,0.259
71.371,100.0,0.992,0.798,0.261
67.413,87.9,0.9,0.621,0.567
64.483,65.4,0.78,0.341,0.647
79.43170732,100.0,0.991,0.873,0.193
71.871,98.2,0.842,0.704,0.536
65.643,97.2,0.737,0.579,0.67
80.96341463,100.0,0.977,0.939,0.126
79.64878049,95.7,0.943,0.855,0.391
79.98292683,100.0,0.957,0.92,0.179
70.806,86.5,0.985,0.671,0.463
72.573,99.0,0.862,0.698,0.487
78.74146341,100.0,0.995,0.884,0.153
73.552,100.0,1.01,0.769,0.359
55.601,71.33178711,0.833,0.495,0.655
62.523,19.3,0.867,0.473,0.58
77.21463415,95.39224243,0.927,0.844,0.112
80.35121951,100.0,0.996,0.793,0.193
71.373,75.0,0.95,0.699,0.691
44.53,5.4,0.984,0.449,0.574
72.06097561,100.0,1.018,0.8,0.238
77.72682927,100.0,0.964,0.816,0.339
77.366,99.8,1.023,0.787,0.258
72.037,75.1,0.798,0.552,0.575
67.419,98.8,0.982,0.755,0.329
59.491,38.7,0.902,0.456,0.645
72.181,89.1,0.908,0.65,0.449
74.274,97.4,0.925,0.725,0.184
70.633,97.0,0.926,0.47,0.226
52.893,14.7,0.805,0.35,0.7
74.636,100.0,0.965,0.812,0.29
66.603,76.3,0.931,0.631,0.385
50.87,8.1,0.794,0.337,0.651
61.347,19.0,0.654,0.475,0.725
72.11707317,99.1,0.919,0.703,0.285
48.79,6.2,0.856,0.393,0.748
73.796,98.7,0.889,0.732,0.278
60.805,37.8,0.849,0.548,0.52
51.434,9.3,0.734,0.307,0.787
48.441,4.1,0.832,0.45,0.704
70.458,88.0,0.951,0.759,0.538
78.49268293,100.0,0.96,0.894,0.085
79.3902439,100.0,0.988,0.919,0.08
64.197,39.6,0.833,0.482,0.582
79.85121951,100.0,0.991,0.903,0.183
62.843,76.0,0.67,0.462,0.71
67.04,91.7,0.984,0.737,0.509
72.217,74.4,0.937,0.631,0.437
69.924,76.6,0.943,0.65,0.5
61.797,13.4,0.869,0.461,0.68
74.59756098,99.9,0.993,0.811,0.156
74.97804878,100.0,0.988,0.802,0.18
70.297,84.4,0.949,0.529,0.537
71.3097561,95.1,0.979,0.732,0.379
74.4,97.9,1.05,0.888,0.371
43.393,7.4,0.873,0.385,0.513
73.628,100.0,0.86,0.76,0.69
58.2,29.9,0.83,0.439,0.676
59.122,41.9,0.861,0.405,0.723
79.03902439,100.0,0.948,0.845,0.153
46.963,9.9,0.832,0.372,0.667
70.14,86.3,0.934,0.631,0.502
68.526,53.6,0.886,0.65,0.597
73.60487805,100.0,0.987,0.784,0.182
76.85853659,100.0,0.99,0.858,0.127
80.09512195,100.0,0.989,0.915,0.088
43.349,28.7,0.923,0.446,0.587
72.414,99.7,0.822,0.752,0.59
48.232,4.1,0.63,0.307,0.752
57.372,11.6,0.783,0.46,0.644
73.135,91.6,0.975,0.687,0.395
74.769,56.0,0.857,0.594,0.379
70.331,87.6,0.939,0.701,0.471
72.355,96.7,0.967,0.737,0.373
74.305,98.4,1.023,0.621,0.363
72.89,99.8,0.838,0.69,0.527
54.895,11.1,0.891,0.449,0.555
65.116,10.5,0.874,0.762,0.492
68.21073171,99.3,1.012,0.732,0.368
75.785,100.0,1.027,0.77,0.365
77.03658537,100.0,0.986,0.906,0.142
67.04,99.5,0.943,0.839,0.308
70.32292683,78.5,0.972,0.693,0.53
72.98,90.3,0.96,0.801,0.304
54.331,78.8,0.915,0.68,0.463
69.554,67.1,0.863,0.448,0.626
43.393,35.1,0.862,0.413,0.629
56.426,28.4,0.84,0.433,0.643
76.376,99.4,0.938,0.7,0.301
76.453,100.0,0.965,0.818,0.25
74.855,100.0,0.988,0.798,0.377
71.421,99.1,0.942,0.694,0.517
80.4902439,100.0,0.967,0.908,0.111
79.1804878,100.0,0.962,0.886,0.126
67.346,99.0,0.894,0.659,0.235
52.01,3.7,0.852,0.395,0.6
78.1204878,100.0,0.97,0.883,0.109
61.629,25.2,0.787,0.472,0.657
52.416,10.7,0.778,0.32,0.647
67.187,69.9,0.779,0.511,0.734
72.56829268,100.0,0.984,0.756,0.243
76.56,100.0,0.95,0.804,0.355
70.41707317,91.0,1.018,0.742,0.176
69.227,82.6,0.928,0.742,0.338
64.004,75.9,0.899,0.626,0.54
68.479,96.8,0.985,0.692,0.473
74.727,99.9,0.98,0.77,0.348
51.617,35.3,0.84,0.448,0.528
46.038,7.0,0.743,0.327,0.709
79.99219512,100.0,0.982,0.811,0.129
70.40731707,100.0,0.953,0.661,0.112
77.616,97.9,0.995,0.787,0.388
70.54,97.7,0.84,0.713,0.259
51.363,52.4,0.758,0.455,0.672
56.617,47.1,0.839,0.474,0.66
72.695,95.3,0.99,0.683,0.492
78.331,99.0,0.95,0.732,0.31
76.912,96.6,0.94,0.728,0.332
77.944,100.0,0.95,0.83,0.189
76.234,100.0,0.966,0.836,0.153
80.62682927,100.0,0.958,0.914,0.107
77.49268293,100.0,0.916,0.906,0.136
65.697,90.3,0.919,0.663,0.454
70.34,98.6,0.802,0.678,0.556
68.613,97.8,0.844,0.64,0.445
79.87073171,98.4,0.957,0.844,0.123
77.47560976,100.0,0.927,0.826,0.12
53.036,15.2,0.855,0.486,0.592
82.74878049,100.0,1.0,0.858,0.087
66.424,80.6,0.921,0.723,0.412
79.424,99.7,0.977,0.858,0.159
61.838,79.2,0.891,0.647,0.608
78.74634146,100.0,0.983,0.889,0.205
70.567,99.9,0.96,0.735,0.473
59.191,50.8,0.873,0.521,0.576
54.117,20.2,0.771,0.477,0.665
77.98439024,100.0,0.96,0.843,0.176
69.165,77.2,1.04,0.726,0.706
64.93,76.8,0.936,0.487,0.508
69.796,67.1,0.935,0.572,0.549
75.5202439,99.9,0.972,0.796,0.183
72.64878049,100.0,0.947,0.673,0.267
65.75,89.0,0.893,0.619,0.547
64.524,51.40877533,0.784,0.525,0.636
78.53902439,100.0,0.921,0.881,0.111
76.223,98.3,0.84,0.712,0.524
65.031,88.8,0.769,0.602,0.665
80.99756098,100.0,0.988,0.895,0.115
80.14634146,100.0,0.992,0.858,0.171
76.85853659,100.0,0.983,0.865,0.177
70.86,87.2,0.938,0.687,0.44
72.772,99.2,0.863,0.709,0.517
77.72439024,100.0,0.96,0.888,0.155
69.606,100.0,1.013,0.73,0.347
56.361,22.6,0.879,0.508,0.652
64.483,60.5,0.954,0.488,0.574
77.66585366,100.0,0.93,0.848,0.097
76.792,100.0,0.997,0.797,0.17
67.091,76.5,0.97,0.683,0.376
43.711,6.8,0.986,0.448,0.574
71.96097561,99.4,1.019,0.706,0.186
79.12195122,100.0,0.982,0.882,0.137
72.02682927,99.9,1.027,0.782,0.253
68.231,78.2,0.802,0.56,0.565
67.861,99.1,0.988,0.685,0.511
79.32439024,15.3,0.907,0.617,0.494
73.538,95.44846344,0.908,0.65,0.444
75.433,98.6,0.933,0.764,0.436
73.59756098,99.4,0.927,0.694,0.221
53.538,48.1,0.801,0.573,0.664
79.25365854,100.0,0.982,0.756,0.297
64.796,85.6,1.04,0.647,0.401
51.249,10.7,0.857,0.347,0.663
49.835,24.3,0.95,0.486,0.623
77.429,99.0,0.923,0.712,0.471
73.86341463,100.0,0.887,0.4,0.179
73.898,98.7,1.008,0.735,0.289
51.246,38.7,0.918,0.552,0.52
52.589,9.7,0.742,0.351,0.699
48.767,30.36940575,0.835,0.462,0.704
67.423,75.2,0.927,0.611,0.532
79.09512195,100.0,0.996,0.897,0.075
79.84146341,100.0,0.987,0.927,0.071
64.818,12.1,0.867,0.489,0.651
79.54878049,100.0,0.975,0.906,0.18
74.329,100.0,0.877,0.762,0.362
69.584,77.0,0.9,0.457,0.642
